suite,seed,method,budget,trials,lanes,decor_bits,library,noise_mode,noise_rate,prior_mode,case,success_rate,mean_regret,posterior_contact_entropy,posterior_full_entropy,contact_probes,decor_probes
negative_controls,0,dense_entropy,2,24,12,0,mixed,none,0.0,uniform,no_decor,0.16666666666666666,0.8333333333333334,1.5849625007211552,1.5849625007211552,2.0,0.0
negative_controls,0,dense_entropy,4,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,4.0,0.0
negative_controls,0,dense_entropy,6,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,6.0,0.0
negative_controls,0,dense_entropy,8,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,8.0,0.0
negative_controls,0,dense_contact_only,2,24,12,0,mixed,none,0.0,uniform,no_decor,0.375,0.625,1.5849625007211552,1.5849625007211552,2.0,0.0
negative_controls,0,dense_contact_only,4,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,4.0,0.0
negative_controls,0,dense_contact_only,6,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,6.0,0.0
negative_controls,0,dense_contact_only,8,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,8.0,0.0
negative_controls,0,critical_cell_entropy,2,24,12,0,mixed,none,0.0,uniform,no_decor,0.25,0.75,2.6298597417858285,2.6298597417858285,2.0,0.0
negative_controls,0,critical_cell_entropy,4,24,12,0,mixed,none,0.0,uniform,no_decor,0.5416666666666666,0.4583333333333333,1.625,1.625,4.0,0.0
negative_controls,0,critical_cell_entropy,6,24,12,0,mixed,none,0.0,uniform,no_decor,0.7083333333333334,0.2916666666666667,0.861654166907052,0.861654166907052,6.0,0.0
negative_controls,0,critical_cell_entropy,8,24,12,0,mixed,none,0.0,uniform,no_decor,0.75,0.25,0.5833333333333334,0.5833333333333334,8.0,0.0
negative_controls,0,contact_equivalence,2,24,12,0,mixed,none,0.0,uniform,no_decor,0.16666666666666666,0.8333333333333334,1.5849625007211552,1.5849625007211552,2.0,0.0
negative_controls,0,contact_equivalence,4,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,4.0,0.0
negative_controls,0,contact_equivalence,6,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,6.0,0.0
negative_controls,0,contact_equivalence,8,24,12,0,mixed,none,0.0,uniform,no_decor,1.0,0.0,0.0,0.0,8.0,0.0
negative_controls,0,expected_regret,2,24,12,0,mixed,none,0.0,uniform,no_decor,0.20833333333333334,0.7916666666666666,1.8333333333333333,1.8333333333333333,2.0,0.0
