suite,seed,method,budget,trials,lanes,decor_bits,library,noise_mode,noise_rate,prior_mode,decor_setting,success_rate,mean_regret,posterior_contact_entropy,posterior_full_entropy,contact_probes,decor_probes
decor_scaling,0,dense_entropy,2,24,12,0,mixed,none,0.0,uniform,0,0.2916666666666667,0.7083333333333334,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,0,dense_entropy,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,0,dense_entropy,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,0,dense_entropy,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,0,dense_contact_only,2,24,12,0,mixed,none,0.0,uniform,0,0.4583333333333333,0.5416666666666666,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,0,dense_contact_only,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,0,dense_contact_only,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,0,dense_contact_only,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,0,critical_cell_entropy,2,24,12,0,mixed,none,0.0,uniform,0,0.375,0.625,2.6298597417858285,2.6298597417858285,2.0,0.0
decor_scaling,0,critical_cell_entropy,4,24,12,0,mixed,none,0.0,uniform,0,0.5,0.5,1.625,1.625,4.0,0.0
decor_scaling,0,critical_cell_entropy,6,24,12,0,mixed,none,0.0,uniform,0,0.5416666666666666,0.4583333333333333,1.1847744794971964,1.1847744794971964,6.0,0.0
decor_scaling,0,critical_cell_entropy,8,24,12,0,mixed,none,0.0,uniform,0,0.8333333333333334,0.16666666666666666,0.5833333333333334,0.5833333333333334,8.0,0.0
decor_scaling,0,contact_equivalence,2,24,12,0,mixed,none,0.0,uniform,0,0.5416666666666666,0.4583333333333333,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,0,contact_equivalence,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,0,contact_equivalence,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,0,contact_equivalence,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,0,hybrid_50,2,24,12,0,mixed,none,0.0,uniform,0,0.3333333333333333,0.6666666666666666,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,0,hybrid_50,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,0,hybrid_50,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,0,hybrid_50,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,0,expected_regret,2,24,12,0,mixed,none,0.0,uniform,0,0.375,0.625,1.6666666666666667,1.6666666666666667,2.0,0.0
decor_scaling,0,expected_regret,4,24,12,0,mixed,none,0.0,uniform,0,0.875,0.125,0.25,0.25,4.0,0.0
decor_scaling,0,expected_regret,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,0,expected_regret,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,1,dense_entropy,2,24,12,0,mixed,none,0.0,uniform,0,0.2916666666666667,0.7083333333333334,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,1,dense_entropy,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,1,dense_entropy,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,1,dense_entropy,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,1,dense_contact_only,2,24,12,0,mixed,none,0.0,uniform,0,0.25,0.75,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,1,dense_contact_only,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,1,dense_contact_only,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,1,dense_contact_only,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,1,critical_cell_entropy,2,24,12,0,mixed,none,0.0,uniform,0,0.2916666666666667,0.7083333333333334,3.0451007536467496,3.0451007536467496,2.0,0.0
decor_scaling,1,critical_cell_entropy,4,24,12,0,mixed,none,0.0,uniform,0,0.4583333333333333,0.5416666666666666,2.125,2.125,4.0,0.0
decor_scaling,1,critical_cell_entropy,6,24,12,0,mixed,none,0.0,uniform,0,0.4583333333333333,0.5416666666666666,1.5078947920873407,1.5078947920873407,6.0,0.0
decor_scaling,1,critical_cell_entropy,8,24,12,0,mixed,none,0.0,uniform,0,0.5416666666666666,0.4583333333333333,1.0,1.0,8.0,0.0
decor_scaling,1,contact_equivalence,2,24,12,0,mixed,none,0.0,uniform,0,0.3333333333333333,0.6666666666666666,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,1,contact_equivalence,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,1,contact_equivalence,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,1,contact_equivalence,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,1,hybrid_50,2,24,12,0,mixed,none,0.0,uniform,0,0.20833333333333334,0.7916666666666666,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,1,hybrid_50,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,1,hybrid_50,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,1,hybrid_50,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,1,expected_regret,2,24,12,0,mixed,none,0.0,uniform,0,0.5833333333333334,0.4166666666666667,1.5833333333333333,1.5833333333333333,2.0,0.0
decor_scaling,1,expected_regret,4,24,12,0,mixed,none,0.0,uniform,0,0.875,0.125,0.2916666666666667,0.2916666666666667,4.0,0.0
decor_scaling,1,expected_regret,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,1,expected_regret,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,2,dense_entropy,2,24,12,0,mixed,none,0.0,uniform,0,0.375,0.625,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,2,dense_entropy,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,2,dense_entropy,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,2,dense_entropy,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,2,dense_contact_only,2,24,12,0,mixed,none,0.0,uniform,0,0.4166666666666667,0.5833333333333334,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,2,dense_contact_only,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,2,dense_contact_only,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,2,dense_contact_only,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,2,critical_cell_entropy,2,24,12,0,mixed,none,0.0,uniform,0,0.2916666666666667,0.7083333333333334,2.6298597417858285,2.6298597417858285,2.0,0.0
decor_scaling,2,critical_cell_entropy,4,24,12,0,mixed,none,0.0,uniform,0,0.4583333333333333,0.5416666666666666,1.875,1.875,4.0,0.0
decor_scaling,2,critical_cell_entropy,6,24,12,0,mixed,none,0.0,uniform,0,0.5416666666666666,0.4583333333333333,1.4001880212239592,1.4001880212239592,6.0,0.0
decor_scaling,2,critical_cell_entropy,8,24,12,0,mixed,none,0.0,uniform,0,0.75,0.25,0.75,0.75,8.0,0.0
decor_scaling,2,contact_equivalence,2,24,12,0,mixed,none,0.0,uniform,0,0.3333333333333333,0.6666666666666666,1.5849625007211552,1.5849625007211552,2.0,0.0
decor_scaling,2,contact_equivalence,4,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,4.0,0.0
decor_scaling,2,contact_equivalence,6,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,6.0,0.0
decor_scaling,2,contact_equivalence,8,24,12,0,mixed,none,0.0,uniform,0,1.0,0.0,0.0,0.0,8.0,0.0
decor_scaling,2,hybrid_50,2,24,12,0,mixed,none,0.0,uniform,0,0.375,0.625,1.5849625007211552,1.5849625007211552,2.0,0.0
